symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading,roce_2024,operating_margin_2024,revenue_growth_2024,roce_2014,operating_margin_2014,revenue_growth_2014,roce_2015,operating_margin_2015,revenue_growth_2015,roce_2016,operating_margin_2016,revenue_growth_2016,roce_2017,operating_margin_2017,revenue_growth_2017,roce_2018,operating_margin_2018,revenue_growth_2018,roce_2019,operating_margin_2019,revenue_growth_2019,roce_2020,operating_margin_2020,revenue_growth_2020,roce_2021,operating_margin_2021,revenue_growth_2021,roce_2022,operating_margin_2022,revenue_growth_2022,roce_2023,operating_margin_2023,revenue_growth_2023,roce_growth,roce_current_year,operating_margin_growth,operating_margin_current_year,revenue_growth_current_year,roce_growth_rank,operating_margin_growth_rank,revenue_growth_current_year_rank,roce_current_year_rank,operating_margin_current_year_rank,final_score,final_rank
PRCT,PROCEPT BioRobotics Corporation,5.2,Healthcare,Medical - Devices,1.005,95.59,0.0,327276,NASDAQ Global Market,NASDAQ,US,False,False,True,-33.22,-53.27,46.74,,,,,,,,,,,,,,,,-78.89,-705.95,,-42.89,-619.44,25.09,-16.88,-157.12,346.72,-29.46,-107.61,117.6,-30.43,-80.16,81.55,2.888186777921893,-33.22,113.13308375973685,-53.27,46.74,206.0,92.0,402.0,331.0,291.0,254.59999999999997,53.0
TALK,"Talkspace, Inc.",0.58,Healthcare,Medical - Care Facilities,1.106,3.42,0.0,1342957,NASDAQ Global Select,NASDAQ,US,False,False,True,-6.42,-4.22,20.82,,,,,,,,,,,,,,,,-92.88,-77.08,,-177.5,-28.85,99.57,-47.82,-82.63,49.19,-59.74,-64.42,5.19,-19.25,-15.47,25.49,15.20749405550018,-6.42,5.486261343047706,-4.22,20.82,50.0,279.0,690.0,222.0,204.0,257.0,54.0
HES,Hess Corporation,45.35,Energy,Oil & Gas Exploration & Production,1.16,147.18,2.0,839447,New York Stock Exchange,NYSE,US,False,False,True,18.65,34.17,18.8,5.14,16.15,-51.82,-7.05,-33.54,-38.2,-12.83,-71.04,-28.24,-5.75,-21.75,14.78,2.75,8.36,15.73,3.0,8.91,2.67,-1.99,-7.35,-28.14,11.97,27.95,60.12,21.22,36.44,51.53,24.25,46.99,-5.5,1.8974968618681656,18.65,3.6505918497617036,34.17,18.8,272.0,344.0,744.0,27.0,34.0,260.6,55.0
APA,APA Corporation,8.38,Energy,Oil & Gas Exploration & Production,3.246,22.65,1.0,2767226,NASDAQ Global Select,NASDAQ,US,False,False,True,30.14,53.94,11.03,-1.22,-4.63,-16.17,-152.2,-405.37,-53.57,-0.7,-2.68,-15.92,4.38,14.39,9.69,10.16,26.8,24.82,-13.97,-35.95,-14.06,-13.98,-36.05,-29.77,13.95,19.54,80.05,39.07,36.09,38.7,40.58,62.94,-25.25,3.3677982538793576,30.14,5.397968351936258,53.94,11.03,183.0,284.0,1031.0,9.0,13.0,261.6000000000001,56.0
TNDM,"Tandem Diabetes Care, Inc.",2.01,Healthcare,Medical - Devices,1.367,30.63,0.0,429808,NASDAQ Global Market,NASDAQ,US,False,False,True,-19.13,-13.72,30.22,-85.62,-152.17,71.42,-69.98,-94.72,46.51,-96.46,-92.64,15.65,-106.21,-58.5,27.72,-31.88,-24.27,70.88,-7.38,-4.62,97.05,-1.3,-1.6,37.68,1.14,1.25,40.89,-6.96,-7.71,14.0,-30.79,-31.19,-6.68,5.064758222226165,-19.13,8.003537317325165,-13.72,30.22,136.0,235.0,552.0,271.0,236.0,265.2,57.0
EOLS,"Evolus, Inc.",0.87,Healthcare,Drug Manufacturers - Specialty & Generic,1.315,13.69,0.0,510872,NASDAQ Global Market,NASDAQ,US,False,False,True,-20.14,-13.69,22.88,,,,,,,,,,,,,,,,-43.88,-271.4,,-238.37,-121.5,61.89,-31.84,-63.82,76.29,-43.79,-38.74,49.1,-34.99,-24.36,35.98,4.311683913720323,-20.14,35.65398659223204,-13.69,22.88,156.0,131.0,652.0,278.0,234.0,265.4,58.0
EGY,"VAALCO Energy, Inc.",0.53,Energy,Oil & Gas Exploration & Production,1.186,5.12,0.25,360579,New York Stock Exchange,NYSE,US,False,False,True,23.73,35.69,11.29,-25.87,-42.61,-24.57,-250.78,-178.45,-37.0,-17.23,-7.34,-25.68,60.38,25.9,28.84,40.94,48.87,36.25,14.34,25.07,-19.46,33.55,44.27,-20.52,44.23,39.73,196.35,24.7,48.34,77.99,22.8,34.86,28.43,3.251413419949035,23.73,5.393604777528663,35.69,11.29,187.0,285.0,1022.0,13.0,31.0,265.84999999999997,59.0
COLL,"Collegium Pharmaceutical, Inc.",0.98,Healthcare,Drug Manufacturers - Specialty & Generic,0.949,30.5,0.0,192296,NASDAQ Global Select,NASDAQ,US,False,False,True,16.46,32.29,5.73,,,,,,,-67.64,-5498.66,,-72.49,-264.95,1564.29,-19.94,-7.38,884.73,-21.78,-8.0,5.81,-1.12,-1.64,4.49,-10.12,-16.87,-10.69,-11.57,-22.54,67.56,24.36,29.46,22.17,8.863183093423185,16.46,126.4105917349552,32.29,5.73,88.0,88.0,1423.0,49.0,17.0,266.24999999999994,60.0
SKWD,"Skyward Specialty Insurance Group, Inc.",2.17,Financial Services,Insurance - Property & Casualty,0.46483308,54.11,0.0,151208,NASDAQ Global Select,NASDAQ,US,False,False,True,18.53,42.68,21.97,,,,,,,,,,,,,,,,,,,-5.31,-21.13,,2.49,9.1,19.63,2.55,8.75,19.89,,,,5.346480670145164,18.53,13.548290389294698,42.68,21.97,129.0,186.0,673.0,76.0,412.0,268.0,61.0
FOLD,"Amicus Therapeutics, Inc.",2.98,Healthcare,Biotechnology,0.673,9.98,0.0,781398,NASDAQ Global Market,NASDAQ,US,False,False,True,1.79,2.28,23.62,-36.2,-5612.83,237.19,,,,-19.64,-3668.62,,-79.35,-1196.82,644.86,-46.71,-360.32,147.08,-41.69,-165.03,99.72,-32.22,-93.47,43.16,-26.33,-65.44,17.11,-34.94,-62.09,7.76,-12.04,-18.4,21.3,1.1419947212691313,1.79,332.6351143622338,2.28,23.62,379.0,61.0,640.0,171.0,164.0,269.95,62.0
ACLX,"Arcellx, Inc.",4.76,Healthcare,Biotechnology,0.265,88.07,0.0,214674,NASDAQ Global Select,NASDAQ,US,False,False,True,-11.06,-44.55,41.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.71,-81.47,,1.6500000000000004,-11.06,36.92,-44.55,41.24,296.0,128.0,443.0,236.0,284.0,270.05,63.0
MTDR,Matador Resources Company,7.49,Energy,Oil & Gas Exploration & Production,3.268,60.01,1.0,589218,New York Stock Exchange,NYSE,US,False,False,True,14.93,43.27,18.29,14.05,41.56,65.22,-80.52,-255.69,-26.65,-13.68,-67.0,-16.37,8.63,29.55,105.84,11.62,40.38,65.28,6.42,23.94,9.35,4.86,19.15,-12.36,20.89,47.69,92.89,35.34,57.53,83.89,17.17,42.92,-7.86,1.5770626933451557,14.93,3.9535201956835846,43.27,18.29,306.0,335.0,762.0,43.0,23.0,271.00000000000006,64.0
DVAX,Dynavax Technologies Corporation,1.69,Healthcare,Drug Manufacturers - Specialty & Generic,1.342,12.86,0.0,587376,NASDAQ Capital Market,NASDAQ,US,False,False,True,-0.9,-3.42,12.28,-77.37,-827.69,-1.95,-55.94,-2594.4,-63.29,-123.5,-1002.51,172.67,-47.96,-29359.33,-97.04,-88.7,-1870.2,2407.03,-53.75,-344.95,329.6,-27.27,-161.59,32.18,27.85,30.6,844.0,33.92,39.23,64.45,-3.96,-15.94,-67.86,7.070797249490815,-0.9,52.00946578362235,-3.42,12.28,99.0,117.0,972.0,192.0,202.0,272.75,65.0
DCGO,DocGo Inc.,0.44,Healthcare,Medical - Care Facilities,0.888,4.33,0.0,521702,NASDAQ Capital Market,NASDAQ,US,False,False,True,13.92,6.88,11.32,,,,,,,,,,,,,,,,-22.76,-42.99,,-19.25,-15.68,94.81,4.17,3.29,238.74,7.45,4.96,38.21,4.7,2.41,41.72,6.110418817314994,13.92,6.11047986904266,6.88,11.32,120.0,263.0,1021.0,61.0,124.0,272.75,65.0
CXDO,"Crexendo, Inc.",0.15,Communication Services,Telecommunications Services,1.148,5.38,0.0,142430,NASDAQ Capital Market,NASDAQ,US,False,False,True,2.53,2.2,10.46,-137.16,-86.9,-26.47,-144.06,-61.86,3.02,-179.42,-30.3,16.57,-59.78,-7.95,13.8,-8.12,-1.73,14.75,23.18,7.86,21.23,3.52,6.05,13.51,-4.22,-10.0,71.43,-10.42,-12.55,33.68,-3.68,-3.17,41.66,10.78025630441225,2.53,3.61587265197326,2.2,10.46,74.0,346.0,1056.0,72.0,74.0,275.3,67.0
DUOL,"Duolingo, Inc.",15.32,Technology,Software - Application,0.787,348.27,0.0,229548,NASDAQ Global Select,NASDAQ,US,False,False,True,6.14,7.81,29.81,,,,,,,,,,,,,,,,-20.49,-18.23,,-14.55,-9.9,128.51,-11.07,-23.93,55.09,-11.53,-17.64,47.34,-1.96,-2.5,43.74,4.47024612291198,6.14,2.3625835228220393,7.81,29.81,154.0,434.0,554.0,179.0,161.0,276.40000000000003,68.0
SNAP,Snap Inc.,19.81,Communication Services,Internet Content & Information,0.995,11.81,0.0,8362297,New York Stock Exchange,NYSE,US,False,False,True,-15.63,-19.54,12.14,,,,-48.77,-650.72,,-37.96,-128.65,589.5,-113.34,-422.52,103.95,-52.38,-107.46,43.09,-31.41,-64.31,45.33,-19.79,-34.39,46.11,-10.5,-17.05,64.25,-20.48,-30.32,11.78,-20.46,-30.36,0.09,2.382404869366709,-15.63,28.708185528722723,-19.54,12.14,235.0,140.0,982.0,112.0,113.0,279.05,69.0
VCYT,"Veracyte, Inc.",3.33,Healthcare,Biotechnology,1.668,42.95,0.0,485366,NASDAQ Global Market,NASDAQ,US,False,False,True,0.92,2.6,17.8,-60.82,-75.95,74.51,-55.26,-67.6,29.62,-32.18,-44.25,31.48,-39.82,-36.88,10.55,-20.67,-24.16,27.87,-5.87,-12.57,30.82,-8.04,-30.12,-2.4,-7.29,-37.31,86.85,-3.76,-13.85,35.09,-8.14,-23.76,21.76,4.99702870799422,0.92,4.231696065419854,2.6,17.8,139.0,320.0,776.0,174.0,161.0,282.15,70.0
RNAC,"Cartesian Therapeutics, Inc.",0.48,Healthcare,Biotechnology,,18.83,0.0,40507,NASDAQ Global Market,NASDAQ,US,False,False,True,-12.33,-111.6,84.35,-118.48,-506.55,,-71.21,-420.96,97.73,-45.86,-428.92,34.47,-70.77,-30813.53,-97.44,-696.32,-7200.66,336.23,-81.17,-785.61,639.42,-67.73,-342.36,148.57,-5.25,-5.4,412.6,10.32,13.12,30.21,-36.49,-332.32,-76.53,0.855647749645246,-12.33,36.46744377396022,-111.6,84.35,454.0,130.0,205.0,240.0,321.0,282.45,71.0
CVNA,Carvana Co.,54.07,Consumer Cyclical,Specialty Retail,3.379,260.42,0.0,1435560,New York Stock Exchange,NYSE,US,False,False,True,12.56,6.22,16.52,-73.71,-36.25,,-54.19,-27.1,212.85,-64.18,-24.5,180.04,-46.35,-18.08,135.21,-34.55,-11.69,127.68,-23.81,-7.21,101.48,-12.89,-5.92,41.79,-2.67,-0.86,129.37,-25.55,-11.47,6.17,-1.3,-0.67,-20.82,7.02951874546953,12.56,3.140446808399946,6.22,16.52,100.0,370.0,820.0,124.0,199.0,286.6,72.0
CAVA,"CAVA Group, Inc.",16.14,Consumer Cyclical,Restaurants,3.6920495,140.9,0.0,1044534,New York Stock Exchange,NYSE,US,False,False,True,5.41,5.6,25.36,,,,,,,,,,,,,,,,,,,,,,-8.74,-5.43,,-2.59,-2.62,12.81,0.54,0.65,29.17,4.491308001096575,5.41,3.5701454399614985,5.6,25.36,152.0,349.0,610.0,230.0,209.0,287.1,73.0
TOST,"Toast, Inc.",24.73,Technology,Software - Infrastructure,1.746,43.54,0.0,2221507,New York Stock Exchange,NYSE,US,False,False,True,-4.67,-1.48,20.52,,,,,,,,,,,,,,,,-128.28,-32.03,,-34.42,-26.74,23.78,-16.49,-13.37,107.14,-30.36,-14.06,60.18,-22.16,-7.43,41.52,10.711092683211257,-4.67,5.665233298004657,-1.48,20.52,75.0,273.0,694.0,292.0,264.0,288.65,74.0
ISSC,"Innovative Solutions and Support, Inc.",0.14,Industrials,Aerospace & Defense,1.074,7.76,0.0,71961,NASDAQ Global Select,NASDAQ,US,False,False,True,20.51,19.97,28.72,-0.38,-0.32,39.69,-6.72,-11.06,-54.49,7.42,8.74,39.38,-0.21,-0.46,-39.98,-10.83,-26.8,-17.49,2.97,6.13,26.87,9.84,12.71,22.89,15.85,16.93,6.71,23.45,26.01,20.38,13.73,22.32,25.48,1.6119749464269861,20.51,1.5709665094953849,19.97,28.72,302.0,539.0,571.0,57.0,54.0,291.15,75.0
LLY,Eli Lilly and Company,755.04,Healthcare,Drug Manufacturers - General,0.43,795.35,5.2,2055067,New York Stock Exchange,NYSE,US,False,False,True,28.34,35.33,19.75,10.24,13.56,-15.13,9.84,13.47,1.75,12.43,16.3,6.33,7.05,9.38,7.77,19.32,28.78,-6.03,18.08,22.29,3.84,17.74,24.69,9.95,18.83,22.45,15.4,22.03,24.97,0.79,28.12,30.26,19.56,1.6207074783204396,28.34,1.443815580239433,35.33,19.75,300.0,563.0,715.0,17.0,14.0,301.05,76.0
UBER,"Uber Technologies, Inc.",151.53,Technology,Software - Application,1.337,71.96,0.0,6223825,New York Stock Exchange,NYSE,US,False,False,True,7.79,6.74,12.54,,,,,,,-22.75,-78.62,,-35.24,-51.44,106.29,-16.24,-26.91,42.08,-32.91,-60.76,25.53,-18.43,-43.66,-21.26,-12.89,-21.97,56.7,-7.88,-5.75,82.62,3.8,2.98,16.95,3.3731283384751536,7.79,7.925300235622515,6.74,12.54,182.0,237.0,962.0,148.0,177.0,302.2,77.0
XERS,"Xeris Biopharma Holdings, Inc.",0.49,Healthcare,Biotechnology,1.285,3.28,0.0,859612,NASDAQ Global Select,NASDAQ,US,False,False,True,-19.63,-24.11,14.3,,,,,,,-42.67,-1230.79,,-66.34,-1711.38,44.74,-54.02,-2407.46,58.42,-63.8,-414.52,717.65,-51.11,-232.22,146.04,-30.25,-74.32,122.32,-30.25,-74.32,0.0,-19.35,-26.85,48.68,3.333631481158855,-19.63,147.5245464382042,-24.11,14.3,184.0,86.0,891.0,274.0,259.0,303.45000000000005,78.0
PMT,PennyMac Mortgage Investment Trust,1.18,Real Estate,REIT - Mortgage,1.475,13.59,1.6,294757,New York Stock Exchange,NYSE,US,False,False,True,6.93,56.69,52.77,-1.16,-25.64,-13.2,-1.17,-59.56,-50.5,-1.51,-97.89,-14.04,-1.64,-57.59,68.8,4.3,176.47,19.23,1.63,85.41,18.23,0.7,73.39,-51.33,0.33,53.91,-23.74,0.44,46.45,24.46,4.53,76.91,604.0,0.33790084009966864,6.93,4.361112314023552,56.69,52.77,687.0,312.0,357.0,43.0,37.0,303.7,79.0
ETON,"Eton Pharmaceuticals, Inc.",0.35,Healthcare,Biotechnology,1.257,13.53,0.0,247582,NASDAQ Global Market,NASDAQ,US,False,False,True,-32.4,-15.05,9.59,,,,,,,,,,,,,,,,-123.11,-1939.62,,-120.36,-69515.38,-95.93,-6.53,-6.85,55879.49,-44.48,-38.87,-2.66,-7.69,-3.77,48.9,12.375109418195494,-32.4,1063.3435731943307,-15.05,9.59,62.0,38.0,1113.0,329.0,240.0,303.84999999999997,80.0
VCEL,Vericel Corporation,2.87,Healthcare,Biotechnology,1.667,58.14,0.0,191607,NASDAQ Capital Market,NASDAQ,US,False,False,True,-0.35,-0.54,14.85,-65.83,-81.73,151457.89,-75.09,-32.58,77.69,-53.84,-35.39,6.28,-36.12,-23.44,17.54,-3.76,-4.3,42.13,-8.43,-9.55,29.71,0.36,0.54,5.37,-3.61,-5.03,25.77,-7.24,-10.38,5.24,-2.1,-3.27,20.17,5.609459581122134,-0.35,3.6380662687451206,-0.54,14.85,126.0,345.0,872.0,188.0,186.0,306.09999999999997,81.0
NOW,"ServiceNow, Inc.",216.18,Technology,Software - Application,0.986,1049.44,0.0,582623,New York Stock Exchange,NYSE,US,False,False,True,10.82,12.04,16.64,-16.54,-22.24,60.74,-15.47,-16.55,47.31,-44.08,-30.41,38.29,-7.82,-5.25,39.02,-2.27,-1.63,34.96,3.07,2.9,32.64,3.99,4.4,30.6,4.39,4.36,30.46,4.87,4.9,22.88,7.6,8.49,23.82,2.200451289999358,10.82,2.882168500782852,12.04,16.64,248.0,392.0,812.0,105.0,117.0,306.59999999999997,82.0
TGTX,"TG Therapeutics, Inc.",5.42,Healthcare,Biotechnology,2.193,34.8,0.0,1259736,NASDAQ Capital Market,NASDAQ,US,False,False,True,-0.11,-0.19,13.32,-68.26,-36566.96,0.0,-61.37,-41461.87,0.0,-208.34,-51823.47,0.0,-170.99,-77904.56,0.0,-389.62,-114736.84,-0.25,-215.18,-111220.39,0.0,-50.85,-179996.05,0.0,-109.71,-5154.28,4300.66,-137.38,-6924.2,-58.36,7.48,8.83,8290.02,1.3306366917226975,-0.11,432.5085196342915,-0.19,13.32,334.0,54.0,933.0,183.0,182.0,307.25,83.0
EVGO,"EVgo, Inc.",0.7,Consumer Cyclical,Specialty Retail,2.391,6.51,0.0,4190365,NASDAQ Global Select,NASDAQ,US,False,False,True,-20.02,-57.69,48.68,,,,,,,,,,,,,-41.0,-165.62,,-63.19,-199.46,9.49,-49.29,-447.83,-25.53,-12.84,-404.39,70.24,-23.27,-273.88,145.74,-21.39,-95.31,194.85,3.204606175098232,-20.02,3.3873325082504975,-57.69,48.68,192.0,357.0,387.0,320.0,334.0,308.25,84.0
ACTG,Acacia Research Corporation,0.44,Industrials,Specialty Business Services,0.526,4.55,0.0,126668,NASDAQ Global Select,NASDAQ,US,False,False,True,5.71,23.42,32.52,-12.67,-47.49,0.25,-48.5,-122.06,-4.46,-13.97,-24.5,22.12,-9.11,-41.7,-57.17,-12.86,-18.87,101.07,-11.34,-208.23,-91.45,-5.0,-65.54,164.82,1.32,8.96,195.64,-1.42,-9.51,-32.74,3.46,16.74,111.24,1.8708378336842792,5.71,1.8165950178979484,23.42,32.52,274.0,498.0,524.0,279.0,29.0,308.3,85.0
VRT,Vertiv Holdings Co,47.89,Industrials,Electrical Equipment & Parts,1.586,127.6,0.15,2918333,New York Stock Exchange,NYSE,US,False,False,True,22.13,15.87,9.73,,,,,,,-1213.68,-0.01,,-5.38,-0.0,-1.63,-0.15,-0.02,10.47,6.57,4.65,3.4,6.28,4.88,-1.37,5.11,5.2,14.36,4.3,3.93,13.87,15.32,12.71,20.59,26.41652770263279,22.13,1.4614102931963098,15.87,9.73,29.0,559.0,1104.0,47.0,89.0,311.84999999999997,86.0
PBYI,"Puma Biotechnology, Inc.",0.17,Healthcare,Biotechnology,1.08,3.39,0.0,315889,NASDAQ Global Select,NASDAQ,US,False,False,True,29.37,13.3,3.37,,,,,,,,,,-272.8,-1055.6,,-49.32,-37.73,806.14,-27.14,-14.36,8.49,-23.39,-13.51,-17.33,-7.61,-3.51,12.48,16.39,10.39,-9.95,24.89,13.85,3.35,19.02403916839795,29.37,35.03613673341297,13.3,3.37,38.0,132.0,1714.0,16.0,91.0,314.4,87.0
S,"SentinelOne, Inc.",8.87,Technology,Software - Infrastructure,0.652,27.95,0.0,2155410,New York Stock Exchange,NYSE,US,False,False,True,-18.34,-44.59,16.5,,,,,,,,,,,,,,,,,,,-184.15,-161.35,,-29.5,-124.14,100.23,-15.18,-130.49,120.08,-22.55,-95.36,106.14,18.214756638712363,-18.34,23.30886478704886,-44.59,16.5,43.0,153.0,822.0,364.0,389.0,315.25,88.0
GBIO,Generation Bio Co.,0.1,Healthcare,Biotechnology,2.818,1.52,0.0,75439,NASDAQ Global Select,NASDAQ,US,False,False,True,-45.01,-529.6,214.74,,,,,,,,,,,,,-48.46,-103594.44,,,,,,,,,,,,,,-41.38,-2346.93,,0.4996874916643929,-45.01,17810.783895855595,-529.6,214.74,591.0,10.0,82.0,391.0,375.0,315.25,88.0
FCX,Freeport-McMoRan Inc.,63.51,Basic Materials,Copper,1.91,44.2,0.6,6511188,New York Stock Exchange,NYSE,US,False,False,True,14.52,28.08,11.24,0.18,0.45,2.47,-31.66,-84.29,-25.94,-8.45,-18.83,-6.59,11.26,22.15,10.61,12.08,25.52,13.56,1.43,3.72,-22.69,6.29,17.16,-1.42,19.86,36.62,60.9,15.73,30.89,-0.28,13.33,27.24,0.33,1.454560673011677,14.52,2.9473949367434695,28.08,11.24,316.0,388.0,1026.0,20.0,10.0,316.5,90.0
RCEL,"AVITA Medical, Inc.",0.34,Healthcare,Medical - Devices,1.543,12.82,0.0,38980,NASDAQ Capital Market,NASDAQ,US,False,False,True,-50.74,-92.75,16.45,-123.39,-254.16,-4.68,-207.34,-887.04,-63.27,-165.69,-1133.14,1.66,-247.38,-1073.17,17.83,-97.8,-1489.88,6.31,,,,-57.09,-299.23,,-57.09,-299.23,-30.99,-31.41,-79.91,254.49,,,,9.452598635902778,-50.74,24.914668173051545,-92.75,16.45,86.0,149.0,823.0,411.0,313.0,319.55,91.0
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,0.32,Financial Services,Asset Management,0.956,17.64,1.176,36733,New York Stock Exchange,NYSE,US,False,True,True,25.4,484.88,261.18,1.24,56.14,-5.36,1.37,58.94,-0.66,1.35,59.94,-0.87,15.02,99.35,635.84,-6.61,101.48,-138.57,17.64,99.09,-415.8,5.65,98.25,-67.39,77.05,99.63,1465.3,-17.8,100.64,-118.79,0.7,42.97,-109.99,0.10213292097779283,25.4,5.748670954694877,484.88,261.18,977.0,272.0,76.0,37.0,13.0,320.04999999999995,92.0
CERS,Cerus Corporation,0.34,Healthcare,Medical - Devices,1.2,1.85,0.0,491212,NASDAQ Global Market,NASDAQ,US,False,False,True,-21.34,-16.37,12.7,-84.03,-121.49,-7.95,-51.95,-178.46,-6.25,-80.23,-165.26,8.65,-76.59,-132.05,17.17,-49.64,-90.28,39.8,-57.49,-88.72,22.56,-36.13,-63.46,23.14,-30.79,-37.4,42.36,-33.73,-21.03,23.83,-23.08,-19.22,-3.51,4.847978469018033,-21.34,14.186698184395901,-16.37,12.7,143.0,182.0,960.0,283.0,244.0,321.55,93.0
NREF,"NexPoint Real Estate Finance, Inc.",0.31,Real Estate,REIT - Mortgage,1.643,17.77,2.0,51410,New York Stock Exchange,NYSE,US,False,False,True,1.88,88.45,186.99,,,,-3.35,-88.76,,0.02,0.21,158.24,,,,0.99,56.59,,1.61,100.0,-46.66,0.21,65.91,6.65,0.51,96.71,128.57,0.26,154.18,-69.66,0.38,60.39,211.39,0.12255014840914161,1.88,9.763444976592291,88.45,186.99,939.0,214.0,90.0,162.0,13.0,326.05,94.0
IOT,Samsara Inc.,29.76,Technology,Software - Infrastructure,1.521,53.49,0.0,1046376,New York Stock Exchange,NYSE,US,False,False,True,-19.79,-21.31,16.79,,,,,,,,,,,,,,,,,,,-47.19,-190.06,,-30.05,-81.12,108.49,-28.65,-82.25,71.4,-21.99,-39.6,52.34,5.3457295594657985,-19.79,31.739048319382267,-21.31,16.79,131.0,135.0,806.0,368.0,360.0,326.25,95.0
FTAI,FTAI Aviation Ltd.,17.31,Industrials,Rental & Leasing Services,2.073,168.82,1.2,358706,NASDAQ Global Select,NASDAQ,US,False,False,True,15.51,35.21,33.26,0.53,12.5,196.27,-0.01,-0.09,135.75,-0.44,-4.52,8.9,0.36,3.15,46.35,1.71,11.36,74.53,2.16,11.54,52.36,1.32,11.76,-36.68,0.56,5.68,24.37,6.7,22.16,55.42,8.55,20.82,65.28,0.7518636853196607,15.51,1.4847476781574842,35.21,33.26,481.0,552.0,516.0,99.0,10.0,329.85,96.0
DXCM,"DexCom, Inc.",30.46,Healthcare,Medical - Devices,1.173,77.99,0.0,1429353,NASDAQ Global Select,NASDAQ,US,False,False,True,13.6,15.88,9.16,-14.93,-8.29,62.0,-25.37,-14.2,55.09,-21.27,-11.15,42.61,-5.55,-5.92,25.33,-11.0,-18.06,43.58,6.99,9.64,43.08,8.15,15.54,30.54,4.23,7.16,27.08,11.01,13.44,18.84,12.69,16.5,24.49,3.247892621844872,13.6,2.4524100637102535,15.88,9.16,188.0,428.0,1138.0,63.0,73.0,330.50000000000006,97.0
AMPH,"Amphastar Pharmaceuticals, Inc.",2.17,Healthcare,Drug Manufacturers - Specialty & Generic,0.824,45.19,0.0,179726,NASDAQ Global Select,NASDAQ,US,False,False,True,15.46,29.71,11.91,-5.5,-8.54,-8.37,-2.09,-2.74,19.51,4.27,6.15,1.45,-0.23,-0.37,-5.87,-2.12,-2.93,22.69,-0.01,-0.01,9.4,-2.74,-4.07,8.53,7.6,9.85,25.13,12.17,15.78,13.98,15.3,30.57,29.14,1.3725905552648345,15.46,2.3543201546772714,29.71,11.91,329.0,435.0,994.0,53.0,23.0,333.55000000000007,98.0
CLPT,"ClearPoint Neuro, Inc.",0.34,Healthcare,Medical - Devices,1.108,12.37,0.0,121822,NASDAQ Capital Market,NASDAQ,US,False,False,True,-57.75,-61.94,27.03,-62.84,-147.61,-8.3,-366.35,-195.34,27.46,-170.85,-130.25,25.15,-66.7,-85.86,28.35,-89.72,-71.37,-0.36,-58.18,-40.95,52.54,-23.56,-48.48,14.37,-21.99,-82.05,27.05,-33.53,-79.47,26.09,-63.71,-93.7,16.56,4.892377448491094,-57.75,4.0897465033486595,-61.94,27.03,142.0,329.0,590.0,428.0,294.0,334.20000000000005,99.0
ALKT,"Alkami Technology, Inc.",3.97,Technology,Software - Application,0.43,39.47,0.0,330663,NASDAQ Global Select,NASDAQ,US,False,False,True,-13.06,-15.48,19.16,,,,,,,,,,,,,,,,-124.05,-57.84,,-15.35,-31.3,52.49,-10.64,-28.2,35.68,-15.7,-34.38,34.25,-17.6,-23.96,29.65,6.516918882278333,-13.06,4.694017731217749,-15.48,19.16,110.0,299.0,729.0,348.0,342.0,334.65,100.0
FTNT,"Fortinet, Inc.",72.85,Technology,Software - Infrastructure,0.995,95.05,0.0,2123935,NASDAQ Global Select,NASDAQ,US,False,False,True,32.46,28.23,7.65,6.39,7.7,25.2,1.34,1.47,31.01,3.28,3.37,26.37,8.92,7.35,17.21,12.68,12.82,20.49,14.27,15.96,19.71,24.01,20.5,20.32,18.06,19.46,28.82,30.78,21.95,32.17,35.06,23.4,20.09,3.0776287962034194,32.46,2.2792077810069484,28.23,7.65,197.0,442.0,1254.0,16.0,29.0,334.75,101.0
OSCR,"Oscar Health, Inc.",3.67,Healthcare,Medical - Healthcare Plans,1.664,17.33,0.0,1166866,New York Stock Exchange,NYSE,US,False,False,True,-6.18,0.72,40.15,,,,,,,,,,,,,,,,-30.55,-47.03,,-22.71,-69.0,6.48,-20.03,-30.04,225.78,-46.26,-14.16,114.77,-20.1,-4.02,42.11,0.5088539971884843,-6.18,10.201735739919569,0.72,40.15,584.0,208.0,458.0,218.0,180.0,335.90000000000003,102.0
PSTX,"Poseida Therapeutics, Inc.",0.91,Healthcare,Biotechnology,0.536,9.31,0.0,1533794,NASDAQ Global Select,NASDAQ,US,False,False,True,-29.03,-41.43,133.15,,,,,,,-31.09,-55.78,,-108.01,-658.89,-69.44,,,,,,,,,,-0.06,-452.69,,-20.12,-45.98,417217.08,-63.93,-200.15,-50.37,0.5498959725525561,-29.03,4.427616976330516,-41.43,133.15,562.0,306.0,118.0,314.0,282.0,338.6,103.0
