,level_0,level_1,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
221,ACDC,Free Cash Flow to Operating Cash Flow Ratio,,,,,,-0.4308,-0.0643,-0.989,0.1421,0.5176,
222,ACDC,EBT to EBIT Ratio,,,,,,1.0,1.246,2.4378,0.8553,-1.6524,
223,ACDC,EBIT to Revenue,,,,,,-0.0448,-0.1729,-0.0233,0.1696,0.0222,
224,ACEL,Gross Margin,,,0.3664,0.368,0.2591,0.3591,0.3327,0.3276,0.3082,0.2513,
225,ACEL,Operating Margin,,,0.0795,-0.0015,-0.0024,0.0314,-0.078,0.0955,0.0999,0.0915,
226,ACEL,Net Profit Margin,,,0.0095,-0.0015,0.0207,-0.0138,-0.041,0.043,0.0764,0.039,
227,ACEL,Interest Coverage Ratio,,,inf,inf,inf,4.4875,1.3787,9.2008,6.6384,5.0152,
228,ACEL,Income Before Tax Profit Margin,,,0.0484,-0.0015,0.0207,-0.0016,-0.0945,0.0634,0.0977,0.0562,
229,ACEL,Effective Tax Rate,,,0.4155,-4.6603,-1.1171,-7.818,0.5658,0.3224,0.218,0.3061,
230,ACEL,Return on Assets,,,,,0.0151,-0.0121,-0.0243,0.0537,0.1002,0.0506,
231,ACEL,Return on Equity,,,,,0.0157,-0.0223,-0.1217,0.2204,0.4397,0.2419,
232,ACEL,Return on Invested Capital,,,,,0.0105,-0.0104,-0.0287,0.0652,0.1214,0.0618,
233,ACEL,Return on Capital Employed,,,,0.0031,-0.0018,0.0268,-0.0319,0.1089,0.1506,0.1192,
234,ACEL,Return on Tangible Assets,,,,,0.0117,-0.0068,-0.0113,0.0261,0.0491,0.0226,
235,ACEL,Income Quality Ratio,,,5.0507,1.2607,0.0205,-7.7703,0.2854,3.5095,1.4574,2.9062,
236,ACEL,Net Income per EBT,,,0.3214,-0.2732,-8.5386,8.818,0.4342,0.6776,0.782,0.6939,
237,ACEL,Free Cash Flow to Operating Cash Flow Ratio,,,0.3614,50.7908,-164.7218,0.5436,7.953,0.7314,0.5613,0.3832,
238,ACEL,EBT to EBIT Ratio,,,1.0,1.0,1.0,-0.0545,1.8464,0.7857,0.8141,0.6648,
239,ACEL,EBIT to Revenue,,,0.0296,0.0055,-0.0024,0.0287,-0.0512,0.0807,0.12,0.0845,
240,ACHR,Gross Margin,,,,,,,-inf,-inf,-inf,-inf,
241,ACHR,Operating Margin,,,,,,-inf,-inf,-inf,-inf,-inf,
242,ACHR,Net Profit Margin,,,,,,-inf,-inf,-inf,-inf,-inf,
243,ACHR,Interest Coverage Ratio,,,,,,,-122.485,-355.267,-143.0,-26.7683,
244,ACHR,Income Before Tax Profit Margin,,,,,,-inf,-inf,-inf,-inf,-inf,
245,ACHR,Effective Tax Rate,,,,,,0.0001,-0.0081,-0.0334,-0.0235,-0.0011,
246,ACHR,Return on Assets,,,,,,,-0.9622,-0.8872,-0.4728,-0.8118,
247,ACHR,Return on Equity,,,,,,,-1.2234,-0.9782,-0.5323,-1.0644,
248,ACHR,Return on Invested Capital,,,,,,,-1.019,-0.9444,-0.5128,-1.011,
249,ACHR,Return on Capital Employed,,,,,,-0.0943,-0.6474,-0.4686,-0.5908,-1.0016,
250,ACHR,Return on Tangible Assets,,,,,,,-0.7929,-0.8112,-0.425,-0.6557,
251,ACHR,Income Quality Ratio,,,,,,0.857,0.9194,0.3117,0.6316,0.5931,
252,ACHR,Net Income per EBT,,,,,,0.9999,1.0081,1.0334,1.0241,1.0011,
253,ACHR,Free Cash Flow to Operating Cash Flow Ratio,,,,,,1.0049,1.0833,1.0323,1.0344,1.1631,
254,ACHR,EBT to EBIT Ratio,,,,,,1.0,1.0081,1.0029,1.0075,1.0372,
255,ACHR,EBIT to Revenue,,,,,,-inf,-inf,-inf,-inf,-inf,
256,ACHV,Gross Margin,1.0,1.0,1.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
257,ACHV,Operating Margin,-1.0867,-1.0327,-4.1865,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
258,ACHV,Net Profit Margin,-0.9677,-0.9252,-3.9765,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
259,ACHV,Interest Coverage Ratio,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-22.6741,-9.4714,
260,ACHV,Income Before Tax Profit Margin,-0.9677,-0.9252,-3.9765,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
261,ACHV,Effective Tax Rate,0.1331,0.1162,0.0528,0.2238,0.0099,0.0155,0.0047,0.0075,0.0112,-0.0,
262,ACHV,Return on Assets,,-0.2935,-0.4699,-0.5665,-0.8757,-0.8038,-0.4777,-0.7494,-1.0808,-1.2085,
263,ACHV,Return on Equity,,-0.47,-0.7137,-0.7885,-1.0715,-0.9536,-0.5299,-1.0073,-2.3043,-8.6988,
264,ACHV,Return on Invested Capital,,-0.4673,-0.7104,-0.7846,-1.0692,-0.9429,-0.5249,-1.0036,-1.5917,-1.4988,
265,ACHV,Return on Capital Employed,-0.8726,-0.4995,-1.1145,-1.7304,-0.8102,-0.9004,-0.3942,-0.7716,-1.6594,18.6976,
266,ACHV,Return on Tangible Assets,,-0.2133,-0.3502,-0.4198,-0.6487,-0.6346,-0.4109,-0.5782,-0.6882,-0.6314,
267,ACHV,Income Quality Ratio,0.6596,0.5417,1.4746,0.8605,0.8373,0.9281,0.9147,0.888,0.8866,0.821,
268,ACHV,Net Income per EBT,0.8825,0.8959,0.9498,0.7762,0.9902,0.9845,0.9953,0.9925,0.9888,1.0,
269,ACHV,Free Cash Flow to Operating Cash Flow Ratio,1.0047,1.0408,1.0015,1.0,1.0043,1.0035,1.0013,1.0006,1.0,1.0009,
270,ACHV,EBT to EBIT Ratio,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0441,1.1058,
271,ACHV,EBIT to Revenue,-1.0965,-1.0327,-4.1865,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
272,ACIC,Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
273,ACIC,Operating Margin,0.1991,0.0847,-0.0245,-0.0766,-0.0269,-0.0601,-0.0003,-0.1672,-1.01,0.7947,
274,ACIC,Net Profit Margin,0.1464,0.0765,0.0117,0.0155,0.0004,-0.0362,-0.0002,-0.0913,-1.0276,1.0816,
275,ACIC,Interest Coverage Ratio,138.0634,103.1166,-0.3375,-4.0453,-0.1329,-3.8764,1.0935,-10.0806,-47.0213,21.385,
276,ACIC,Income Before Tax Profit Margin,0.2298,0.1171,0.0144,0.0014,-0.0059,-0.0395,-0.0002,-0.1322,-0.9719,0.321,
277,ACIC,Effective Tax Rate,0.3633,0.3464,0.1863,-10.1484,1.0929,0.0957,278.7678,0.2861,-0.0576,0.1063,
278,ACIC,Return on Assets,,0.0413,0.0066,0.0066,0.0001,-0.0125,-0.0,-0.0209,-0.169,0.1817,
279,ACIC,Return on Equity,,0.1235,0.0237,0.0261,0.0005,-0.0561,-0.0003,-0.1545,-6.1671,-54.2846,
280,ACIC,Return on Invested Capital,,0.1351,0.039,0.0385,0.0151,-0.0283,0.0161,-0.089,-2.0042,2.1212,
281,ACIC,Return on Capital Employed,0.1203,0.0625,0.0086,0.0022,0.0027,-0.0104,-0.0095,-0.0306,-0.16,0.6085,
282,ACIC,Return on Tangible Assets,,0.024,0.0037,0.0037,0.0001,-0.007,-0.0,-0.0112,-0.0854,0.0904,
283,ACIC,Income Quality Ratio,1.6804,3.5938,11.5386,1.4104,25.6802,-5.0539,0.1096,4.934,0.3684,-1.6546,
284,ACIC,Net Income per EBT,0.6367,0.6536,0.8137,11.1484,-0.0668,0.9054,0.0036,0.7071,1.0576,0.9694,
285,ACIC,Free Cash Flow to Operating Cash Flow Ratio,0.9079,0.889,0.9521,0.634,0.5979,0.8531,2.036,1.0178,1.0176,1.0014,
286,ACIC,EBT to EBIT Ratio,0.9937,0.9923,0.9064,0.2189,-0.7863,1.4214,1.3529,1.1295,1.0222,0.9671,
287,ACIC,EBIT to Revenue,0.2313,0.118,0.0159,0.0064,0.0076,-0.0281,-0.0321,-0.1143,-0.9505,1.1536,
288,ACIW,Gross Margin,0.5525,0.5485,0.5576,0.5584,0.5738,0.5093,0.5191,0.5339,0.5105,0.4206,
289,ACIW,Operating Margin,0.136,0.1223,0.2199,0.0826,0.1247,0.0984,0.1118,0.1531,0.1434,0.1535,
290,ACIW,Net Profit Margin,0.0665,0.0817,0.1288,0.005,0.0683,0.0533,0.0561,0.0932,0.1,0.0837,
291,ACIW,Interest Coverage Ratio,5.6584,5.4476,8.0774,4.7898,5.3759,4.0957,5.4478,7.8519,6.4332,4.5486,
292,ACIW,Income Before Tax Profit Margin,0.0972,0.1084,0.1845,0.0425,0.0909,0.0574,0.0762,0.1277,0.1453,0.1016,
293,ACIW,Effective Tax Rate,0.316,0.2464,0.302,0.8821,0.2492,0.0713,0.2633,0.27,0.3119,0.1769,
294,ACIW,Return on Assets,,0.0445,0.0666,0.0027,0.0346,0.0249,0.0219,0.039,0.0446,0.0365,
295,ACIW,Return on Equity,,0.1383,0.1838,0.0068,0.076,0.0616,0.0622,0.1043,0.1166,0.0965,
296,ACIW,Return on Invested Capital,,0.0557,0.0838,0.0035,0.0435,0.0314,0.0293,0.0537,0.0609,0.0514,
297,ACIW,Return on Capital Employed,0.0941,0.0967,0.148,0.0536,0.073,0.0515,0.0626,0.0915,0.1105,0.0939,
298,ACIW,Return on Tangible Assets,,0.0231,0.0357,0.0015,0.0202,0.0142,0.012,0.022,0.0256,0.0212,
299,ACIW,Income Quality Ratio,2.2058,2.1428,0.7707,28.4707,2.6687,2.0526,4.6284,1.7253,1.0085,1.3869,
300,ACIW,Net Income per EBT,0.684,0.7536,0.698,0.1179,0.7508,0.9287,0.7367,0.73,0.6881,0.8231,
301,ACIW,Free Cash Flow to Operating Cash Flow Ratio,0.7658,0.7329,0.3681,0.6278,0.7614,0.6512,0.8613,0.7942,0.7218,0.7758,
302,ACIW,EBT to EBIT Ratio,0.7131,0.7326,0.822,0.5276,0.6885,0.53,0.6352,0.7953,0.7953,0.6529,
303,ACIW,EBIT to Revenue,0.1363,0.1479,0.2245,0.0806,0.132,0.1083,0.12,0.1606,0.1827,0.1557,
304,ACLS,Gross Margin,0.3455,0.3373,0.3731,0.366,0.4059,0.4203,0.4185,0.4324,0.4367,0.4345,
305,ACLS,Operating Margin,-0.0525,0.0687,0.0623,0.1165,0.1355,0.0531,0.1223,0.1922,0.2308,0.2351,
306,ACLS,Net Profit Margin,-0.0555,0.0487,0.0412,0.3092,0.1037,0.0497,0.1053,0.1489,0.199,0.2178,
307,ACLS,Interest Coverage Ratio,-5.6829,5.1421,4.1161,10.3191,12.8632,5.0586,13.0455,28.5715,40.1664,52.1534,
308,ACLS,Income Before Tax Profit Margin,-0.0501,0.0504,0.0413,0.1068,0.1236,0.061,0.1178,0.1818,0.2227,0.2464,
309,ACLS,Effective Tax Rate,-0.1081,0.0347,0.0021,-1.8966,0.1612,0.1858,0.1056,0.1808,0.1064,0.1161,
310,ACLS,Return on Assets,,0.0569,0.0373,0.3212,0.0885,0.0311,0.0852,0.1432,0.2072,0.2146,
311,ACLS,Return on Equity,,0.0819,0.0562,0.4575,0.1204,0.0412,0.1109,0.1933,0.3036,0.3215,
312,ACLS,Return on Invested Capital,,0.0698,0.0452,0.3904,0.107,0.0369,0.1002,0.1768,0.2817,0.2977,
313,ACLS,Return on Capital Employed,-0.0472,0.0817,0.0623,0.1189,0.1291,0.0544,0.1131,0.2077,0.2749,0.2848,
314,ACLS,Return on Tangible Assets,,0.0436,0.0279,0.2475,0.07,0.025,0.0692,0.1137,0.1573,0.161,
315,ACLS,Income Quality Ratio,1.4245,1.244,-0.7998,0.4433,1.0235,-0.7981,1.3946,1.5225,1.1777,0.637,
316,ACLS,Net Income per EBT,1.1081,0.9653,0.9979,2.8966,0.8388,0.8142,0.8944,0.8192,0.8936,0.8839,
317,ACLS,Free Cash Flow to Operating Cash Flow Ratio,1.0634,0.8998,1.2848,0.8706,0.8996,1.8805,0.8933,0.942,0.9505,0.8683,
318,ACLS,EBT to EBIT Ratio,1.1175,0.7534,0.6848,0.8954,0.9146,0.8023,0.9147,0.9614,0.9735,0.9812,
319,ACLS,EBIT to Revenue,-0.0448,0.0669,0.0603,0.1192,0.1352,0.076,0.1287,0.1891,0.2288,0.2511,
320,ACMR,Gross Margin,,0.4525,0.487,0.4718,0.4615,0.4711,0.4444,0.4422,0.4722,0.4953,
321,ACMR,Operating Margin,,0.1558,0.1275,0.0192,0.0867,0.1655,0.0424,0.149,0.1518,0.1718,
322,ACMR,Net Profit Margin,,0.1724,0.0377,-0.0087,0.0881,0.1757,0.1199,0.1454,0.101,0.1387,
323,ACMR,Interest Coverage Ratio,,41.1721,20.3149,3.5054,13.8313,24.9383,7.8442,53.6667,38.913,38.7658,
324,ACMR,Income Before Tax Profit Margin,,0.1727,0.1089,-0.0088,0.0989,0.1761,0.1232,0.1658,0.1732,0.2084,
325,ACMR,Effective Tax Rate,,-0.4685,0.1995,-1.6935,0.1092,-0.0273,-0.1235,0.0031,0.2494,0.1666,
326,ACMR,Return on Assets,,,0.0269,-0.0056,0.0769,0.1178,0.0672,0.0542,0.0343,0.0567,
327,ACMR,Return on Equity,,,-1.0341,-0.0149,0.1426,0.1801,0.1027,0.074,0.0484,0.089,
328,ACMR,Return on Invested Capital,,,0.1654,-0.0121,0.1232,0.1595,0.0867,0.0681,0.0451,0.0848,
329,ACMR,Return on Capital Employed,,0.257,0.066,0.011,0.1384,0.1164,0.0729,0.0457,0.0688,0.1004,
330,ACMR,Return on Tangible Assets,,,0.0133,-0.0035,0.0526,0.0767,0.0456,0.0422,0.0264,0.0415,
331,ACMR,Income Quality Ratio,,0.3414,-1.5509,9.2901,1.051,0.4832,-0.6249,-0.9341,-1.23,-0.9738,
332,ACMR,Net Income per EBT,,1.8844,0.6341,-1.368,0.8908,1.0282,1.1453,0.9965,0.7004,0.7998,
333,ACMR,Free Cash Flow to Operating Cash Flow Ratio,,0.4926,1.2207,1.0946,0.7002,0.8804,5.0957,1.2422,2.4876,1.8542,
334,ACMR,EBT to EBIT Ratio,,0.959,0.8998,0.4547,0.9368,0.961,0.9435,0.9802,0.9713,0.973,
335,ACMR,EBIT to Revenue,,0.0954,0.066,0.0139,0.1055,0.1778,0.111,0.1488,0.1484,0.1782,
336,ACNB,Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
337,ACNB,Operating Margin,0.3717,0.3882,0.3765,0.3612,0.4671,0.3785,0.2441,0.3728,115.38,-0.0168,
338,ACNB,Net Profit Margin,0.2248,0.2295,0.2204,0.1618,0.2977,0.3057,0.1978,0.2963,84.9216,0.2753,
339,ACNB,Interest Coverage Ratio,5.2329,5.2854,5.1782,4.4445,4.9969,3.162,2.1562,5.5618,14.4512,0.3079,
340,ACNB,Income Before Tax Profit Margin,0.292,0.3078,0.2967,0.2714,0.3658,0.3785,0.2441,0.3728,106.772,0.3463,
341,ACNB,Effective Tax Rate,0.2304,0.2545,0.2574,0.404,0.1861,0.1922,0.1898,0.2052,0.2046,0.2048,
342,ACNB,Return on Assets,,0.0098,0.0092,0.007,0.0134,0.0141,0.0086,0.0104,0.0135,0.0128,
343,ACNB,Return on Equity,,0.098,0.0926,0.0714,0.135,0.1326,0.0822,0.105,0.1383,0.1213,
344,ACNB,Return on Invested Capital,,0.0829,0.0815,0.0678,0.112,0.1199,0.0943,0.1178,0.1549,0.1033,
345,ACNB,Return on Capital Employed,0.0163,0.0167,0.0158,0.014,0.0207,0.023,0.0139,0.0153,0.0196,0.0547,
346,ACNB,Return on Tangible Assets,,0.0052,0.0049,0.0037,0.007,0.0074,0.0063,0.0102,0.0094,0.0067,
347,ACNB,Income Quality Ratio,1.051,1.3052,1.1152,1.7375,1.3585,1.0844,1.3847,1.5135,1.0965,1.2845,
348,ACNB,Net Income per EBT,0.7696,0.7455,0.7426,0.596,0.8139,0.8078,0.8102,0.7948,0.7954,0.7952,
349,ACNB,Free Cash Flow to Operating Cash Flow Ratio,0.7089,0.8791,0.8066,0.8967,0.941,0.9446,0.9589,0.9626,0.9538,0.9713,
350,ACNB,EBT to EBIT Ratio,0.7857,0.793,0.7882,0.7514,0.7831,0.7433,0.65,0.8351,0.9254,0.896,
351,ACNB,EBIT to Revenue,0.3717,0.3882,0.3765,0.3612,0.4671,0.5092,0.3755,0.4464,115.38,0.3864,
352,ACRE,Gross Margin,0.7076,0.7575,0.8643,0.8583,0.8658,0.7025,0.5131,0.8182,0.5179,0.923,
353,ACRE,Operating Margin,0.5254,0.6532,0.6751,0.6566,1.8459,0.4855,0.282,0.5994,0.8827,0.8464,
354,ACRE,Net Profit Margin,0.3825,0.4066,0.8942,0.6561,0.6982,0.4788,0.2776,0.5923,0.2731,-0.2023,
355,ACRE,Interest Coverage Ratio,1.001,1.5215,2.2176,1.8869,2.8775,2.2345,1.4826,2.0049,2.6421,2.5891,
356,ACRE,Income Before Tax Profit Margin,0.3696,0.5367,0.6802,0.6604,0.7062,0.4855,0.282,0.5994,0.2775,-0.2026,
357,ACRE,Effective Tax Rate,-0.0442,0.0426,0.0075,0.0058,0.0114,0.0137,0.0159,0.0118,0.0156,0.001,
358,ACRE,Return on Assets,,0.0211,0.0293,0.0193,0.0229,0.0218,0.0118,0.0265,0.0116,-0.0162,
359,ACRE,Return on Equity,,0.0732,0.091,0.0282,0.0234,0.0222,0.0122,0.0276,0.0122,-0.0174,
360,ACRE,Return on Invested Capital,,0.0468,0.0837,0.0454,0.0349,0.0345,0.0234,0.035,0.0263,0.0095,
361,ACRE,Return on Capital Employed,0.0424,0.0676,0.0974,0.0798,0.0637,0.0818,0.058,0.0614,0.0398,0.0325,
362,ACRE,Return on Tangible Assets,,0.0121,0.0172,0.0112,0.0131,0.0125,0.0067,0.0152,0.0067,-0.0094,
363,ACRE,Income Quality Ratio,-9.0557,6.3601,0.2463,1.0276,1.0161,0.8773,1.4543,0.7997,1.919,-1.2038,
364,ACRE,Net Income per EBT,1.0447,0.9468,0.9943,0.9942,0.9886,0.9863,0.9841,0.9882,0.9844,0.999,
365,ACRE,Free Cash Flow to Operating Cash Flow Ratio,1.0139,0.9978,0.9585,1.0,1.0,0.948,0.9914,0.997,1.0,1.0,
366,ACRE,EBT to EBIT Ratio,0.4098,0.4991,0.524,0.374,0.3826,0.3747,0.2993,0.5499,0.3144,-0.5499,
367,ACRE,EBIT to Revenue,0.8936,0.8605,1.7164,1.7644,1.8459,1.2955,0.9422,1.0901,0.8827,0.3683,
368,ACRV,Gross Margin,,,,,,,-inf,-inf,-inf,-inf,
369,ACRV,Operating Margin,,,,,,,-inf,-inf,-inf,-inf,
370,ACRV,Net Profit Margin,,,,,,,-inf,-inf,-inf,-inf,
371,ACRV,Interest Coverage Ratio,,,,,,,-inf,-inf,21.1826,-inf,
372,ACRV,Income Before Tax Profit Margin,,,,,,,-inf,-inf,-inf,-inf,
373,ACRV,Effective Tax Rate,,,,,,,0.0364,0.0123,0.0478,-0.0,
374,ACRV,Return on Assets,,,,,,,,-0.2987,-0.2062,-0.378,
375,ACRV,Return on Equity,,,,,,,,1.0082,-0.4047,-0.4141,
376,ACRV,Return on Invested Capital,,,,,,,,1.2242,-0.3774,-0.4009,
377,ACRV,Return on Capital Employed,,,,,,,-3.4983,-0.1586,-0.1869,-0.4833,
378,ACRV,Return on Tangible Assets,,,,,,,,-0.1301,-0.1384,-0.3477,
379,ACRV,Income Quality Ratio,,,,,,,0.5283,0.8608,0.9663,0.7061,
380,ACRV,Net Income per EBT,,,,,,,0.9649,0.9879,0.9522,1.0,
381,ACRV,Free Cash Flow to Operating Cash Flow Ratio,,,,,,,1.0054,1.017,1.0719,1.0302,
382,ACRV,EBT to EBIT Ratio,,,,,,,1.0,1.0,0.9544,1.0,
383,ACRV,EBIT to Revenue,,,,,,,-inf,-inf,-inf,-inf,
384,ACT,Gross Margin,,,,,1.0,1.0,1.0,1.0,1.0,1.0,
385,ACT,Operating Margin,,,,,0.7296,0.8471,0.4219,0.6172,0.8675,0.8066,
386,ACT,Net Profit Margin,,,,,0.5753,0.6923,0.3348,0.488,0.643,0.5769,
387,ACT,Interest Coverage Ratio,,,,,,inf,-1.3056,-1.1291,-0.0669,0.5263,
388,ACT,Income Before Tax Profit Margin,,,,,0.7296,0.7337,0.427,0.6206,0.8203,0.7381,
389,ACT,Effective Tax Rate,,,,,0.2115,0.217,0.2159,0.2136,0.2161,0.2184,
390,ACT,Return on Assets,,,,,,0.1576,0.0729,0.0949,0.1217,0.1116,
391,ACT,Return on Equity,,,,,,0.1909,0.0961,0.1369,0.1716,0.1524,
392,ACT,Return on Invested Capital,,,,,,0.2604,0.1907,0.1578,0.1971,0.1717,
393,ACT,Return on Capital Employed,,,,,0.1615,0.1953,0.0972,0.1305,0.1719,0.159,
394,ACT,Return on Tangible Assets,,,,,,0.1327,0.0632,0.0836,0.1009,0.0878,
395,ACT,Income Quality Ratio,,,,,1.0563,0.7379,1.9015,1.0465,0.796,0.9497,
396,ACT,Net Income per EBT,,,,,0.7885,0.813,0.7841,0.7864,0.7839,0.7816,
397,ACT,Free Cash Flow to Operating Cash Flow Ratio,,,,,1.0,0.648,1.0,-0.1984,1.0118,1.0,
398,ACT,EBT to EBIT Ratio,,,,,1.0,1.0,0.9628,0.9316,0.9456,0.9426,
399,ACT,EBIT to Revenue,,,,,0.7296,0.8515,0.4435,0.6662,0.8675,0.783,
400,ACTG,Gross Margin,-0.0628,-0.0163,0.2713,0.0336,0.189,-0.47,0.1665,0.59,0.3687,0.5777,
401,ACTG,Operating Margin,-0.4749,-1.2206,-0.245,-0.417,-0.1887,-2.0823,-0.6554,0.0896,-0.0951,0.1674,
402,ACTG,Net Profit Margin,-0.5045,-1.2799,-0.3541,0.3391,-0.7987,-1.5231,3.6677,1.6945,-1.8732,0.536,
403,ACTG,Interest Coverage Ratio,-7.7462,-inf,-inf,-1.1761,2.4087,-inf,-2.4849,2.3449,1.2253,18.6057,
404,ACTG,Income Before Tax Profit Margin,-0.4795,-1.2211,-0.2398,0.3767,-0.7883,-1.6853,3.7702,1.9836,-2.147,0.539,
405,ACTG,Effective Tax Rate,-0.0623,-0.0314,-0.4968,0.1199,-0.0114,0.0962,-0.0103,0.1391,0.1275,-0.0223,
406,ACTG,Return on Assets,,-0.362,-0.1679,0.0734,-0.3943,-0.0775,0.2978,0.227,-0.1731,0.1201,
407,ACTG,Return on Equity,,-0.3939,-0.1841,0.0783,-0.4286,-0.0931,0.4673,0.4127,-0.3171,0.1561,
408,ACTG,Return on Invested Capital,,-0.3313,-0.1841,0.0783,-0.4011,-0.085,0.3779,0.2946,-0.2288,0.1465,
409,ACTG,Return on Capital Employed,-0.1254,-0.4933,-0.134,0.0983,-0.5333,-0.0918,0.2918,0.303,-0.3051,0.1114,
410,ACTG,Return on Tangible Assets,,-0.2263,-0.1132,0.0558,-0.3246,-0.0643,0.2132,0.1514,-0.1138,0.0929,
411,ACTG,Income Quality Ratio,-0.0628,0.0632,-0.6216,1.1289,-0.1991,0.1347,-0.1729,0.0886,0.3365,-0.3564,
412,ACTG,Net Income per EBT,1.063,1.0309,1.5069,0.8824,1.0114,0.9038,1.0107,0.86,0.8725,1.0229,
413,ACTG,Free Cash Flow to Operating Cash Flow Ratio,-9.2426,2.9612,0.9639,0.9999,0.9984,2.9944,1.7125,-0.5827,1.1535,1.275,
414,ACTG,EBT to EBIT Ratio,1.0097,1.0,1.0,0.8546,1.0094,1.0,0.948,0.9563,1.0533,0.9714,
415,ACTG,EBIT to Revenue,-0.4701,-1.2415,-0.235,0.4497,-0.7823,-1.6853,3.8276,2.0603,-2.0384,0.5394,
416,ACVA,Gross Margin,,,,,0.3868,0.2253,0.4574,0.4288,0.4386,0.492,
417,ACVA,Operating Margin,,,,,-1.0166,-0.742,-0.1951,-0.2143,-0.252,-0.1863,
418,ACVA,Net Profit Margin,,,,,-1.0067,-0.7227,-0.1969,-0.2181,-0.2424,-0.1564,
419,ACVA,Interest Coverage Ratio,,,,,-inf,-inf,-52.7615,-87.023,-96.8652,-44.9789,
420,ACVA,Income Before Tax Profit Margin,,,,,-1.0064,-0.7224,-0.1945,-0.2161,-0.2422,-0.1553,
421,ACVA,Effective Tax Rate,,,,,-0.0003,-0.0003,-0.0121,-0.0093,-0.0009,-0.007,
422,ACVA,Return on Assets,,,,,,,-0.1157,-0.1127,-0.1077,-0.0819,
423,ACVA,Return on Equity,,,,,,,0.3337,-0.3755,-0.1962,-0.1597,
424,ACVA,Return on Invested Capital,,,,,,,0.3462,-0.3661,-0.1821,-0.1327,
425,ACVA,Return on Capital Employed,,,,,,-0.3732,-0.1677,-0.1368,-0.1784,-0.1242,
426,ACVA,Return on Tangible Assets,,,,,,,-0.0484,-0.0648,-0.0718,-0.0523,
427,ACVA,Income Quality Ratio,,,,,,0.9384,-0.2527,-1.0909,0.7267,0.2376,
428,ACVA,Net Income per EBT,,,,,1.0003,1.0003,1.0121,1.0093,1.0009,1.007,
429,ACVA,Free Cash Flow to Operating Cash Flow Ratio,,,,,,1.091,0.143,0.8355,1.315,2.5751,
430,ACVA,EBT to EBIT Ratio,,,,,1.0,1.0,1.0159,1.0102,1.0097,1.0214,
431,ACVA,EBIT to Revenue,,,,,-1.0064,-0.7224,-0.1915,-0.2139,-0.2399,-0.152,
432,ADCT,Gross Margin,,,,-46.4376,-102.5842,-44.956,-inf,0.9589,0.9782,0.9636,
433,ADCT,Operating Margin,,,,-50.843,-110.4746,-51.0252,-inf,-7.7165,-0.589,-2.3863,
434,ADCT,Net Profit Margin,,,,-49.8403,-107.9789,-49.7795,-inf,-6.782,-0.7422,-3.4511,
435,ADCT,Interest Coverage Ratio,,,,34.0653,38.2169,-754.8269,-44.111,-14.127,-3.2835,-3.5126,
436,ADCT,Income Before Tax Profit Margin,,,,-49.8136,-107.7825,-49.5308,-inf,-7.4153,-0.7368,-2.8094,
437,ADCT,Effective Tax Rate,,,,-0.0005,-0.0018,-0.005,-0.0013,0.0854,-0.0074,-0.2001,
438,ADCT,Return on Assets,,,,-0.4209,-0.5827,-0.8082,-0.7562,-0.4065,-0.2716,-0.5431,
439,ADCT,Return on Equity,,,,-0.4608,-0.6558,-0.9813,-1.1028,-0.9172,-1.2228,8.066,
440,ADCT,Return on Invested Capital,,,,-0.4608,-0.6558,-0.961,-0.998,-0.713,-0.6575,-2.6346,
441,ADCT,Return on Capital Employed,,,,-0.3679,-0.984,-0.9831,-0.5093,-0.4286,-0.2737,-0.5385,
442,ADCT,Return on Tangible Assets,,,,-0.3805,-0.5111,-0.6578,-0.5631,-0.2577,-0.1507,-0.2607,
443,ADCT,Income Quality Ratio,,,,0.834,0.9859,1.0438,0.6851,1.0146,0.878,0.4944,
444,ADCT,Net Income per EBT,,,,1.0005,1.0018,1.005,1.0013,0.9146,1.0074,1.1946,
445,ADCT,Free Cash Flow to Operating Cash Flow Ratio,,,,1.0421,1.0204,1.0177,1.0166,1.0273,1.0168,1.0271,
446,ADCT,EBT to EBIT Ratio,,,,0.971,0.974,1.0013,1.0204,1.0787,1.3136,1.2996,
447,ADCT,EBIT to Revenue,,,,-51.3006,-110.6614,-49.4641,-inf,-6.8746,-0.5609,-2.2229,
448,ADEA,Gross Margin,0.9948,0.9979,0.9979,0.9831,0.9673,0.9698,0.9122,0.8556,0.7398,0.7549,
449,ADEA,Operating Margin,0.5943,0.5935,0.3444,-0.0843,0.059,-0.1948,0.1991,0.032,0.3487,0.3504,
450,ADEA,Net Profit Margin,0.6114,0.4282,0.2161,-0.1513,-0.0007,-0.2286,0.1645,-0.0671,0.3153,0.1733,
